date,order_id,sku,category,channel,orders,revenue,year,month
2021-04-17,102126,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,29.26,2021,4
2024-01-15,248204,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,,2024,1
2020-12-27,96170,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,483.84,2020,12
2021-01-17,141753,Roupa para Gato Petti,Acessório,Cartão Crédito,1,43.89,2021,1
2020-09-21,67863,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,32.48,2020,9
2022-07-29,181409,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,,2022,7
2021-02-25,143465,Cama média almofadada Pity,Acessório,Cartão Crédito,1,74.48,2021,2
2021-12-06,140745,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,51.87,2021,12
2024-02-15,231216,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,,2024,2
2020-11-09,56606,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,42.56,2020,11
2022-02-08,184623,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,,2022,2
2023-01-12,208337,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,2717.0,2023,1
2022-11-26,151576,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,,2022,11
2022-05-02,187033,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,,2022,5
2021-04-10,100885,Penas Gatito,Brinquedo,Boleto Bancário,1,22.61,2021,4
2021-12-04,121236,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,47.88,2021,12
2023-05-25,220015,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,569.4,2023,5
2020-06-07,94915,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Pix,1,48.16,2020,6
2024-03-30,267750,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Pix,1,,2024,3
2022-12-04,193021,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,,2022,12
2021-08-12,131611,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,750.12,2021,8
2022-09-18,191094,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,,2022,9
2023-09-30,218762,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,40.3,2023,9
2020-05-06,93680,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,72.8,2020,5
2024-03-06,257668,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,,2024,3
2022-06-13,162115,Roupa para Gato Petti,Acessório,Boleto Bancário,1,,2022,6
2020-05-29,61266,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,34.72,2020,5
2022-03-11,168424,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,,2022,3
2020-05-09,67069,Penas Gatito,Brinquedo,Cartão Débito,1,16.8,2020,5
2021-11-26,123332,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Boleto Bancário,1,51.87,2021,11
2021-02-06,115412,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,1133.16,2021,2
2022-03-20,183065,Penas Gatito,Brinquedo,Dinheiro,1,,2022,3
2022-11-30,166398,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,,2022,11
2021-10-02,109040,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,4305.21,2021,10
2021-11-24,112125,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,82.46,2021,11
2020-04-09,80644,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,67.2,2020,4
2020-12-07,99417,Bola Pet Vinil Big Blue,Brinquedo,Cartão Débito,1,24.64,2020,12
2020-07-29,74189,Biscoito  True Champion 300g,Alimentação,Pix,1,67.2,2020,7
2021-10-16,117042,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,23.94,2021,10
2023-09-01,221760,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,39.0,2023,9
2021-09-26,116981,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,9.31,2021,9
2021-01-25,130391,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,164.92,2021,1
2022-05-12,164605,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2022,5
2023-07-14,218882,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,124.8,2023,7
2024-01-11,233195,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,,2024,1
2024-03-31,242268,Bandana Disney Mickey Fábrica Petti ,Acessório,Pix,1,,2024,3
2024-03-24,241563,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Boleto Bancário,1,,2024,3
2020-12-23,85387,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Dinheiro,1,7616.0,2020,12
2021-01-24,129709,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,15.96,2021,1
2022-11-29,166926,Roupa para Gato Petti,Acessório,Dinheiro,1,,2022,11
2020-12-21,97039,Cama média almofadada Pity,Acessório,Pix,1,57.12,2020,12
2023-11-17,205029,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,120.9,2023,11
2022-06-19,169784,Biscoito  True Champion 300g,Alimentação,Pix,1,,2022,6
2024-01-22,247658,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,,2024,1
2022-01-29,169069,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,,2022,1
2020-10-13,89595,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Débito,1,110.88,2020,10
2022-07-15,156079,Penas Gatito,Brinquedo,Cartão Débito,1,,2022,7
2021-07-03,125417,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,53.2,2021,7
2023-05-23,222928,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,759.2,2023,5
2022-08-29,156959,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,,2022,8
2021-06-09,137104,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,87.78,2021,6
2023-06-08,218600,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,120.9,2023,6
2023-04-20,211288,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Dinheiro,1,49.4,2023,4
2024-01-20,248215,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2024,1
2024-01-14,256429,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2024,1
2024-02-05,228727,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,,2024,2
2021-12-06,137770,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Boleto Bancário,1,1155.77,2021,12
2022-05-06,166363,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,,2022,5
2023-11-24,220100,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,9613.5,2023,11
2020-05-20,70848,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,49.28,2020,5
2022-07-17,152295,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,,2022,7
2021-06-26,136835,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,23.94,2021,6
2021-10-12,119960,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,9049.32,2021,10
2020-08-27,70049,Cama média almofadada Pity,Acessório,Cartão Débito,1,68.32,2020,8
2022-09-20,178240,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2022,9
2020-08-21,93065,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,32.48,2020,8
2024-02-20,237163,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Débito,1,,2024,2
2024-01-03,262552,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2024,1
2023-10-15,222438,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,140.4,2023,10
2022-07-16,185546,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,,2022,7
2020-07-03,54274,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,8.96,2020,7
2023-10-30,210654,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,97.5,2023,10
2023-01-20,216025,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,1092.0,2023,1
2021-10-28,139970,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,42.56,2021,10
2024-02-06,256802,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,,2024,2
2024-01-16,231818,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2024,1
2022-08-16,192088,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,,2022,8
2024-02-19,243387,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,,2024,2
2023-02-03,213890,Roupa para Gato Petti,Acessório,Cartão Crédito,1,59.8,2023,2
2022-12-10,152835,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,,2022,12
2020-11-03,81667,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,34.72,2020,11
2020-08-04,82522,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,35.84,2020,8
2021-05-12,107760,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,1057.35,2021,5
2021-09-14,128923,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,66.5,2021,9
2021-02-23,146306,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Débito,1,143.64,2021,2
2020-06-19,95439,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,53.76,2020,6
2021-02-20,127942,Roupa para Gato Petti,Acessório,Dinheiro,1,47.88,2021,2
2023-01-28,213782,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,45.5,2023,1
2023-07-28,225584,Mordedor de Corda Bola,Brinquedo,Pix,1,,2023,7
2024-03-16,246255,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,,2024,3
2023-11-17,212393,Roupa para Gato Petti,Acessório,Cartão Débito,1,49.4,2023,11
2021-09-19,109643,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,83.79,2021,9
2023-03-31,209076,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,31.2,2023,3
2021-07-11,144647,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,79.8,2021,7
2021-03-18,132736,Roupa para Gato Petti,Acessório,Dinheiro,1,51.87,2021,3
2023-05-28,201623,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,360.1,2023,5
2024-03-27,262024,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2024,3
2024-02-26,258213,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Débito,1,,2024,2
2024-01-27,258768,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,,2024,1
2020-09-17,71397,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,295.68,2020,9
2022-11-09,169916,Roupa para Gato Petti,Acessório,Dinheiro,1,,2022,11
2024-02-23,252622,Roupa para Gato Petti,Acessório,Cartão Débito,1,,2024,2
2022-12-03,191714,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,,2022,12
2020-12-14,99509,Roupa para Gato Petti,Acessório,Cartão Débito,1,47.04,2020,12
2023-06-10,217128,Biscoito  True Champion 300g,Alimentação,Pix,1,78.0,2023,6
2024-03-16,252759,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2024,3
2021-06-01,125227,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,383.04,2021,6
2023-12-19,205270,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,40.3,2023,12
2022-09-11,155471,Penas Gatito,Brinquedo,Cartão Débito,1,,2022,9
2024-03-16,248810,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Boleto Bancário,1,,2024,3
2024-01-01,265852,Roupa para Cão Billaboard,Acessório,Pix,1,,2024,1
2023-04-28,209833,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Dinheiro,1,117.0,2023,4
2024-02-06,259506,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,,2024,2
2021-05-21,121289,Penas Gatito,Brinquedo,Cartão Crédito,1,19.95,2021,5
2024-02-22,249610,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,,2024,2
2021-04-13,132849,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,175.56,2021,4
2021-08-05,136842,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,23.94,2021,8
2023-10-11,204941,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,104.0,2023,10
2021-10-30,105438,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,58.52,2021,10
2021-05-05,137685,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,41.23,2021,5
2020-10-23,93960,Bandana Disney Mickey Fábrica Petti ,Acessório,Pix,1,30.24,2020,10
2024-01-20,251082,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,,2024,1
2021-10-25,100680,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,13.3,2021,10
2024-03-21,248472,Vitamina E Granulado BigForce,Medicamento,Pix,1,,2024,3
2021-10-31,149232,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,95.76,2021,10
2023-03-04,212008,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,127.4,2023,3
2022-02-19,182843,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,,2022,2
2023-11-24,225442,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,40.3,2023,11
2023-02-06,211399,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,114.4,2023,2
2021-11-06,148994,Vitamina E Granulado BigForce,Medicamento,Cartão Crédito,1,295.26,2021,11
2022-03-01,186836,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,3
2020-07-26,64848,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,29.12,2020,7
2023-06-07,213766,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,31.2,2023,6
2024-03-24,260784,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,3
2024-03-23,274687,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,,2024,3
2024-03-02,230912,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,,2024,3
2024-03-14,239404,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,,2024,3
2024-01-02,233818,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,,2024,1
2021-06-22,105397,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Boleto Bancário,1,837.9,2021,6
2021-09-19,118115,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,119.7,2021,9
2022-05-31,174483,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,,2022,5
2022-01-11,184113,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,,2022,1
2021-01-02,145761,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,114.38,2021,1
2020-12-07,94101,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,26.88,2020,12
2023-08-14,213248,Cama média almofadada Pity,Acessório,Boleto Bancário,1,80.6,2023,8
2024-02-27,235563,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,,2024,2
2023-02-19,203086,Roupa para Gato Petti,Acessório,Dinheiro,1,54.6,2023,2
2022-05-19,191217,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,,2022,5
2023-04-30,202609,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,1093.3,2023,4
2020-03-18,65877,Penas Gatito,Brinquedo,Pix,1,17.92,2020,3
2024-02-21,226775,Penas Gatito,Brinquedo,Dinheiro,1,,2024,2
2020-02-14,93403,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,60.48,2020,2
2023-12-08,204463,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,9.1,2023,12
2022-11-12,198419,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,,2022,11
2022-04-05,166661,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Débito,1,,2022,4
2021-05-30,134675,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Crédito,1,27.93,2021,5
2024-04-03,262704,Biscoito  True Champion 300g,Alimentação,Pix,1,,2024,4
2024-03-20,265233,Roupa para Gato Petti,Acessório,Cartão Débito,1,,2024,3
2022-02-20,163930,Roupa para Gato Petti,Acessório,Cartão Crédito,1,,2022,2
2023-03-30,207205,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,8372.0,2023,3
2024-02-25,241138,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,,2024,2
2023-01-14,219788,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,41.6,2023,1
2024-01-19,242980,Penas Gatito,Brinquedo,Pix,1,,2024,1
2022-09-05,177946,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,,2022,9
2023-04-12,214233,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,722.8,2023,4
2023-09-05,219059,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,59.8,2023,9
2023-04-06,220523,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,351.0,2023,4
2023-06-14,217873,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,87.1,2023,6
2023-05-19,209167,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,39.0,2023,5
2021-05-01,131407,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,101.08,2021,5
2022-04-30,152373,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,,2022,4
2021-11-13,106646,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,111.72,2021,11
2024-01-16,260377,Penas Gatito,Brinquedo,Cartão Débito,1,,2024,1
2020-08-14,70297,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,70.56,2020,8
2021-10-27,103274,Cama média almofadada Pity,Acessório,Pix,1,81.13,2021,10
2020-12-31,85327,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,48.16,2020,12
2024-04-01,251825,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,,2024,4
2020-12-10,61158,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,170.24,2020,12
2022-03-31,164831,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2022,3
2020-03-23,87726,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Dinheiro,1,40.32,2020,3
2022-03-02,177658,Penas Gatito,Brinquedo,Boleto Bancário,1,,2022,3
2022-06-24,177362,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,,2022,6
2020-04-12,52733,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,34.72,2020,4
2021-06-23,114820,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,359.1,2021,6
2023-01-03,220443,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,93.6,2023,1
2024-03-30,266776,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,3
2020-04-14,56694,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,107.52,2020,4
2024-03-19,229503,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2024,3
2023-12-22,209120,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,257.4,2023,12
2022-12-02,172373,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,,2022,12
2020-01-27,93742,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,950.88,2020,1
2020-07-30,54081,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,72.8,2020,7
2020-05-13,96553,Vitamina E Granulado BigForce,Medicamento,Pix,1,204.96,2020,5
2021-02-14,149576,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,5266.8,2021,2
2023-02-03,214968,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,9.1,2023,2
2023-04-30,219492,Meias esportivas para cães para ambientes internos e externos,Acessório,Boleto Bancário,1,42.9,2023,4
2023-01-21,222017,Vitamina E Granulado BigForce,Medicamento,Pix,1,237.9,2023,1
2022-09-04,182687,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Débito,1,,2022,9
2023-10-10,207595,Roupa para Gato Petti,Acessório,Cartão Débito,1,53.3,2023,10
2023-02-09,217559,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Pix,1,57.2,2023,2
2020-05-16,65026,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,91.84,2020,5
2024-03-16,239392,Mordedor de Corda Bola,Brinquedo,Pix,1,,2024,3
2020-01-25,82379,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Crédito,1,224.0,2020,1
2021-05-02,148312,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,14.63,2021,5
2021-05-30,129184,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,191.52,2021,5
2024-03-19,247694,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,,2024,3
2021-06-05,126777,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,58.52,2021,6
2021-04-17,103319,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,34.58,2021,4
2022-04-05,177538,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,,2022,4
2021-03-01,104872,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Boleto Bancário,1,79.8,2021,3
2021-09-27,115493,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,39.9,2021,9
2023-02-14,223832,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,722.8,2023,2
2021-10-05,124208,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,58.52,2021,10
2021-01-01,116068,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Débito,1,69.16,2021,1
2021-01-23,138460,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,37.24,2021,1
2023-11-24,213445,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,91.0,2023,11
2024-02-07,261415,Meias esportivas para cães para ambientes internos e externos,Acessório,Boleto Bancário,1,,2024,2
2020-04-27,82909,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,41.44,2020,4
2021-10-18,123434,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,98.42,2021,10
2020-10-25,73361,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,745.92,2020,10
2021-05-18,125505,Mordedor de Corda Bola,Brinquedo,Pix,1,95.76,2021,5
2022-10-08,152506,Roupa para Gato Petti,Acessório,Pix,1,,2022,10
2024-02-18,252583,Penas Gatito,Brinquedo,Dinheiro,1,,2024,2
2023-04-21,219856,Cama média almofadada Pity,Acessório,Boleto Bancário,1,80.6,2023,4
2023-05-26,214038,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Dinheiro,1,31.2,2023,5
2021-08-04,136127,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,147.63,2021,8
2024-02-24,263179,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Pix,1,,2024,2
2021-04-24,102795,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,175.56,2021,4
2021-06-12,118370,Roupa para Cão Billaboard,Acessório,Boleto Bancário,1,54.53,2021,6
2024-01-17,257931,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2024,1
2020-05-25,83271,Penas Gatito,Brinquedo,Pix,1,15.68,2020,5
